c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.diseaseClassName	c1.doName	c1.type	c1.OMIM	c2.symbol	c2.geneId	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps	c0.source	c3.Ndiseases
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRAP1	10131	Q12931	TNF receptor associated protein 1	0.429	0.648	chaperone	5.494535684262E-4	1.0	2	0	ALL	33
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CDKN2D	1032	P55273	cyclin dependent kinase inhibitor 2D	0.571	0.576	enzyme modulator	5.494535684262E-4	1.0	2	0	ALL	67
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ABCA7	10347	Q8IZY2	ATP binding cassette subfamily A member 7	0.536	0.68	transporter	5.494535684262E-4	1.0	2	1	ALL	24
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MGEA5	10724	O60502	meningioma expressed antigen 5 (hyaluronidase)	0.571	0.564	null	5.494535684262E-4	1.0	2	0	ALL	76
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PLK2	10769	Q9NYY3	polo like kinase 2	0.607	0.623	null	5.494535684262E-4	1.0	2	0	ALL	42
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PDE10A	10846	Q9Y233	phosphodiesterase 10A	0.429	0.645	hydrolase	5.494535684262E-4	1.0	2	0	ALL	34
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TPPP	11076	O94811	tubulin polymerization promoting protein	0.786	0.591	cytoskeletal protein	5.494535684262E-4	1.0	2	0	ALL	58
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FAF1	11124	Q9UNN5	Fas associated factor 1	0.536	0.684	null	5.494535684262E-4	1.0	2	0	ALL	23
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHRNA5	1138	P30532	cholinergic receptor nicotinic alpha 5 subunit	0.321	0.621	transporter; receptor	5.494535684262E-4	1.0	2	1	ALL	43
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TXNRD3	114112	Q86VQ6	thioredoxin reductase 3	0.321	0.714	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	17
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CLU	1191	P10909	clusterin	0.821	0.451	null	5.494535684262E-4	1.0	2	1	ALL	233
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RBFOX3	146713	A6NFN3	RNA binding protein, fox-1 homolog 3	0.393	0.68	nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	24
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RMDN2	151393	Q96LZ7	regulator of microtubule dynamics 2	0.75	0.589	null	5.494535684262E-4	1.0	2	0	ALL	59
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP3A4	1576	P08684	cytochrome P450 family 3 subfamily A member 4	0.857	0.459	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	215
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DGKQ	1609	P52824	diacylglycerol kinase theta	0.214	0.93	transferase; kinase	5.494535684262E-4	1.0	2	1	ALL	2
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DAXX	1616	Q9UER7	death domain associated protein	0.607	0.593	null	5.494535684262E-4	0.5	2	0	ALL	57
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DNAJB1P1	171221	null	DnaJ heat shock protein family (Hsp40) member B1 pseudogene 1	0.571	0.693	null	5.494535684262E-4	1.0	2	0	ALL	21
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DMRT1	1761	Q9Y5R6	doublesex and mab-3 related transcription factor 1	0.464	0.604	null	5.494535684262E-4	1.0	2	0	ALL	51
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DPEP1	1800	P16444	dipeptidase 1 (renal)	0.357	0.631	protease; hydrolase	5.494535684262E-4	1.0	2	0	ALL	39
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DYRK1A	1859	Q13627	dual specificity tyrosine phosphorylation regulated kinase 1A	0.5	0.568	transferase; kinase	5.494535684262E-4	1.0	2	0	ALL	73
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EEF1A2	1917	Q05639	eukaryotic translation elongation factor 1 alpha 2	0.714	0.474	enzyme modulator; nucleic acid binding; hydrolase	5.494535684262E-4	0.5	2	0	ALL	185
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EGF	1950	P01133	epidermal growth factor	0.893	0.377	extracellular matrix protein; receptor	5.494535684262E-4	1.0	2	0	ALL	483
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	F2	2147	P00734	coagulation factor II, thrombin	0.857	0.408	protease; hydrolase	5.494535684262E-4	1.0	2	0	ALL	356
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	F9	2158	P00740	coagulation factor IX	0.786	0.491	protease; enzyme modulator; hydrolase; signaling molecule; calcium-binding protein; receptor	5.494535684262E-4	1.0	2	0	ALL	156
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SBNO2	22904	Q9Y2G9	strawberry notch homolog 2	0.321	0.75	nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	12
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HMGXB3	22993	Q12766	HMG-box containing 3	0.107	0.86	null	5.494535684262E-4	1.0	2	0	ALL	4
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SIRT1	23411	Q96EB6	sirtuin 1	0.857	0.428	nucleic acid binding; hydrolase	5.494535684262E-4	0.5	2	0	ALL	293
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SRRM2	23524	Q9UQ35	serine/arginine repetitive matrix 2	0.714	0.509	null	5.494535684262E-4	1.0	2	0	ALL	131
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHMP2B	25978	Q9UQN3	charged multivesicular body protein 2B	0.607	0.511	null	5.494535684262E-4	1.0	2	0	ALL	128
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PTPN22	26191	Q9Y2R2	protein tyrosine phosphatase, non-receptor type 22	0.821	0.458	phosphatase; hydrolase	5.494535684262E-4	1.0	2	0	ALL	217
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NOX1	27035	Q9Y5S8	NADPH oxidase 1	0.607	0.578	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	66
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	VPS41	27072	P49754	VPS41, HOPS complex subunit	0.143	0.838	membrane traffic protein	5.494535684262E-4	1.0	2	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	COQ2	27235	Q96H96	coenzyme Q2, polyprenyltransferase	0.571	0.579	transferase	5.494535684262E-4	0.5	2	1	ALL	65
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GLRX	2745	P35754	glutaredoxin	0.429	0.684	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	23
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GRK6	2870	P43250	G protein-coupled receptor kinase 6	0.393	0.758	transferase; kinase	5.494535684262E-4	1.0	2	0	ALL	11
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	REM1	28954	O75628	RRAD and GEM like GTPase 1	0.643	0.573	enzyme modulator	5.494535684262E-4	1.0	2	0	ALL	69
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PDIA3	2923	P30101	protein disulfide isomerase family A member 3	0.571	0.619	null	5.494535684262E-4	0.5	2	0	ALL	44
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	C18orf8	29919	Q96DM3	chromosome 18 open reading frame 8	0.5	0.582	null	5.494535684262E-4	1.0	2	0	ALL	63
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HLA-C	3107	P04222;P10321;P30499;P30501;P30504;P30505;P30508;P30510;Q07000;Q29865;Q29960;Q29963;Q95604;Q9TNN7	major histocompatibility complex, class I, C	0.929	0.359	null	5.494535684262E-4	1.0	2	0	ALL	576
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	APAF1	317	O14727	apoptotic peptidase activating factor 1	0.714	0.538	null	5.494535684262E-4	1.0	2	0	ALL	98
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DNAJB1	3337	P25685	DnaJ heat shock protein family (Hsp40) member B1	0.679	0.642	chaperone	5.494535684262E-4	1.0	2	0	ALL	35
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL18	3606	Q14116	interleukin 18	0.929	0.382	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	460
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IREB2	3658	P48200	iron responsive element binding protein 2	0.393	0.657	lyase	5.494535684262E-4	1.0	2	2	ALL	30
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	KCNJ6	3763	P48051	potassium voltage-gated channel subfamily J member 6	0.607	0.54	null	5.494535684262E-4	1.0	2	0	ALL	96
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LAMP2	3920	P13473	lysosomal associated membrane protein 2	0.536	0.564	membrane traffic protein	5.494535684262E-4	1.0	2	0	ALL	76
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR205	406988	null	microRNA 205	0.536	0.543	null	5.494535684262E-4	1.0	2	0	ALL	93
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MEF2C	4208	Q06413	myocyte enhancer factor 2C	0.5	0.537	null	5.494535684262E-4	1.0	2	0	ALL	99
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MPO	4353	P05164	myeloperoxidase	0.929	0.416	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	330
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NDUFA2	4695	O43678	NADH:ubiquinone oxidoreductase subunit A2	0.536	0.598	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	54
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NEDD4	4734	P46934	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	0.643	0.616	ligase	5.494535684262E-4	1.0	2	0	ALL	45
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATP1A3	478	P13637	ATPase Na+/K+ transporting subunit alpha 3	0.393	0.552	transporter; hydrolase	5.494535684262E-4	1.0	2	0	ALL	85
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NNMT	4837	P40261	nicotinamide N-methyltransferase	0.536	0.591	transferase	5.494535684262E-4	1.0	2	0	ALL	58
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NPY	4852	P01303	neuropeptide Y	0.786	0.463	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	206
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NPC1	4864	O15118	NPC intracellular cholesterol transporter 1	0.714	0.503	receptor	5.494535684262E-4	0.5	2	0	ALL	139
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NRF1	4899	Q16656	nuclear respiratory factor 1	0.429	0.648	null	5.494535684262E-4	1.0	2	0	ALL	33
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NTS	4922	P30990	neurotensin	0.714	0.529	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	107
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	OGDH	4967	Q02218	oxoglutarate dehydrogenase	0.286	0.645	null	5.494535684262E-4	1.0	2	0	ALL	34
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PAEP	5047	P09466	progestagen associated endometrial protein	0.75	0.491	transfer/carrier protein; isomerase	5.494535684262E-4	1.0	2	0	ALL	156
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PCNA	5111	P12004	proliferating cell nuclear antigen	0.857	0.379	nucleic acid binding	5.494535684262E-4	0.5	2	0	ALL	475
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RMDN1	51115	Q96DB5	regulator of microtubule dynamics 1	0.714	0.604	null	5.494535684262E-4	1.0	2	0	ALL	51
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PCP4	5121	P48539	Purkinje cell protein 4	0.357	0.709	null	5.494535684262E-4	1.0	2	0	ALL	18
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRRX2	51450	Q99811	paired related homeobox 2	0.286	0.734	transcription factor; nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	14
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL23A	51561	Q9NPF7	interleukin 23 subunit alpha	0.75	0.471	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	190
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PIN1	5300	Q13526	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	0.679	0.52	isomerase	5.494535684262E-4	1.0	2	0	ALL	117
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SEPT5	5413	Q99719	septin 5	0.321	0.714	cytoskeletal protein; enzyme modulator	5.494535684262E-4	1.0	2	0	ALL	17
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SEPT4	5414	O43236	septin 4	0.393	0.661	cytoskeletal protein; enzyme modulator	5.494535684262E-4	1.0	2	0	ALL	29
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPARG	5468	P37231	peroxisome proliferator activated receptor gamma	0.857	0.363	transcription factor; receptor; nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	557
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	VPS13C	54832	Q709C8	vacuolar protein sorting 13 homolog C	0.179	0.75	null	5.494535684262E-4	1.0	2	5	ALL	12
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AVP	551	P01185	arginine vasopressin	0.786	0.466	signaling molecule	5.494535684262E-4	0.5	2	0	ALL	200
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RMDN3	55177	Q96TC7	regulator of microtubule dynamics 3	0.714	0.593	null	5.494535684262E-4	1.0	2	0	ALL	57
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SBNO1	55206	A3KN83	strawberry notch homolog 1	0.286	0.768	nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	10
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SYBU	55638	Q9NX95	syntabulin	0.714	0.604	membrane traffic protein; enzyme modulator	5.494535684262E-4	1.0	2	0	ALL	51
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRKD1	5587	Q15139	protein kinase D1	0.607	0.564	null	5.494535684262E-4	1.0	2	0	ALL	76
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LMO3	55885	Q8TAP4	LIM domain only 3	0.357	0.582	cytoskeletal protein; nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	63
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MAPK3	5595	P27361	mitogen-activated protein kinase 3	0.857	0.421	transferase; kinase	5.494535684262E-4	1.0	2	0	ALL	312
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PDSS2	57107	Q86YH6	decaprenyl diphosphate synthase subunit 2	0.357	0.672	transferase	5.494535684262E-4	1.0	2	0	ALL	26
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PTBP1	5725	P26599	polypyrimidine tract binding protein 1	0.821	0.494	null	5.494535684262E-4	1.0	2	0	ALL	151
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SIPA1L2	57568	Q9P2F8	signal induced proliferation associated 1 like 2	0.107	0.93	enzyme modulator	5.494535684262E-4	0.5	2	1	ALL	2
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	BCHE	590	P06276	butyrylcholinesterase	0.75	0.513	hydrolase	5.494535684262E-4	0.5	2	0	ALL	125
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	REG1A	5967	P05451	regenerating family member 1 alpha	0.821	0.494	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	152
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	S100B	6285	P04271	S100 calcium binding protein B	0.821	0.436	signaling molecule; calcium-binding protein	5.494535684262E-4	1.0	2	0	ALL	270
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CX3CL1	6376	P78423	C-X3-C motif chemokine ligand 1	0.786	0.532	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	104
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SKIL	6498	P12757	SKI like proto-oncogene	0.321	0.709	null	5.494535684262E-4	1.0	2	0	ALL	18
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RTN4R	65078	Q9BZR6	reticulon 4 receptor	0.357	0.676	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	25
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SLC6A2	6530	P23975	solute carrier family 6 member 2	0.75	0.524	transporter	5.494535684262E-4	1.0	2	0	ALL	113
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SNRNP70	6625	P08621	small nuclear ribonucleoprotein U1 subunit 70	0.571	0.619	nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	44
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SNRPF	6636	P62306	small nuclear ribonucleoprotein polypeptide F	0.143	0.838	nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SPP1	6696	P10451	secreted phosphoprotein 1	0.857	0.384	null	5.494535684262E-4	1.0	2	0	ALL	452
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SYP	6855	P08247	synaptophysin	0.643	0.539	membrane traffic protein	5.494535684262E-4	1.0	2	0	ALL	97
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TCF3	6929	P15923	transcription factor 3	0.571	0.578	transcription factor; nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	66
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TFR2	7036	Q9UP52	transferrin receptor 2	0.571	0.581	receptor	5.494535684262E-4	1.0	2	2	ALL	64
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TFRC	7037	P02786	transferrin receptor	0.786	0.474	receptor	5.494535684262E-4	1.0	2	0	ALL	184
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TSPO	706	B1AH88;P30536	translocator protein	0.679	0.513	transporter; receptor	5.494535684262E-4	0.5	2	0	ALL	126
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TLR4	7099	O00206	toll like receptor 4	0.929	0.34	extracellular matrix protein; receptor	5.494535684262E-4	1.0	2	0	ALL	699
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TPO	7173	P07202	thyroid peroxidase	0.821	0.487	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	162
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TXNRD1	7296	Q16881	thioredoxin reductase 1	0.679	0.517	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	120
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	UCHL3	7347	P15374	ubiquitin C-terminal hydrolase L3	0.179	0.838	protease; hydrolase	5.494535684262E-4	1.0	2	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	XBP1	7494	P17861	X-box binding protein 1	0.714	0.522	null	5.494535684262E-4	1.0	2	0	ALL	115
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CXCR4	7852	P61073	C-X-C motif chemokine receptor 4	0.893	0.364	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	5.494535684262E-4	1.0	2	0	ALL	548
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	C7orf49	78996	Q9BWK5	chromosome 7 open reading frame 49	0.25	0.684	null	5.494535684262E-4	1.0	2	0	ALL	23
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NELFE	7936	P18615	negative elongation factor complex member E	0.786	0.472	null	5.494535684262E-4	1.0	2	0	ALL	188
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CALCA	796	P01258;P06881	calcitonin related polypeptide alpha	0.857	0.448	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	240
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NUP214	8021	P35658	nucleoporin 214	0.75	0.506	structural protein; nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	135
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NDFIP1	80762	Q9BT67	Nedd4 family interacting protein 1	0.179	0.86	null	5.494535684262E-4	1.0	2	0	ALL	4
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TMEM163	81615	Q8TC26	transmembrane protein 163	0.143	0.93	null	5.494535684262E-4	1.0	2	0	ALL	2
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HIST1H3E	8353	P68431	histone cluster 1 H3 family member e	0.071	0.93	nucleic acid binding	5.494535684262E-4	1.0	2	0	ALL	2
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TMEM175	84286	Q9BSA9	transmembrane protein 175	0.036	1.0	null	5.494535684262E-4	1.0	2	3	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSD17B6	8630	O14756	hydroxysteroid 17-beta dehydrogenase 6	0.679	0.526	oxidoreductase	5.494535684262E-4	1.0	2	0	ALL	110
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SYNJ1	8867	O43426	synaptojanin 1	0.393	0.575	phosphatase; hydrolase	5.494535684262E-4	0.5	2	0	ALL	68
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MAP3K13	9175	O43283	mitogen-activated protein kinase kinase kinase 13	0.25	0.804	transferase; kinase	5.494535684262E-4	1.0	2	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	XPR1	9213	Q9UBH6	xenotropic and polytropic retrovirus receptor 1	0.786	0.535	receptor	5.494535684262E-4	1.0	2	0	ALL	101
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GDF15	9518	Q99988	growth differentiation factor 15	0.679	0.487	signaling molecule	5.494535684262E-4	1.0	2	0	ALL	162
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	VPS26A	9559	O75436	VPS26, retromer complex component A	0.25	0.838	membrane traffic protein	5.494535684262E-4	0.5	2	0	ALL	5
