c0.source	c0.geneId	c0.associationType	c0.originalSource	c0.sentence	c0.pmid	c1.pantherName	c1.symbol	c1.description	c2.diseaseId	c2.name	c2.hpoName	c2.STY	c2.MESH	c2.diseaseClassName	c2.doName	c2.type	c2.OMIM	c3.score	c4.year
ALL	6571	AlteredExpression	LHGDN	Low expression of VMAT2 in the substantia nigra of Parkinson's disease, the involvement of VMAT2 in Lewy body of the substantia nigra suggests the association of this protein in the neurodegeneration of nigral neurons in Parkinson's disease.	16386370	null	SLC18A2	solute carrier family 18 member A2	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.213902487328286	2006
ALL	4842	Biomarker	BEFREE	Moreover, inhibition of two NO-synthesizing enzymes, <span class= gene  id= 12490535-2-53-65 >neuronal NOS</span> (<span class= gene  id= 12490535-2-67-71 >nNOS</span>) and inducible <span class= gene  id= 12490535-2-87-90 >NOS</span> (<span class= gene  id= 12490535-2-92-96 >iNOS</span>), displays neuroprotective effects in the MPTP model of <span class= disease  id= 12490535-2-153-172 >Parkinson's disease</span> (<span class= disease  id= 12490535-2-174-176 >PD</span>).	12490535	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2003
ALL	4842	Biomarker	CTD_human	Our data provide evidence for <span class= gene  id= 26383258-11-30-34 >NOS1</span> modifying <span class= disease  id= 26383258-11-45-47 >PD</span> risk in OP exposed populations.	26383258	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2016
ALL	4842	AlteredExpression	BEFREE	Quantitation of SS mRNA expression on emulsion dipped sections revealed a significant increase (82%) in the MML of the globus pallidus in <span class= disease  id= 9406918-4-138-140 >PD</span> (56.5 microm2 of silver grain/cell, n = 9 cases) compared to controls (26.3 microm2/cell, n = 13 cases, p &lt; 0.01, Student's t-test), paralleling the increase previously observed by this group for <span class= gene  id= 9406918-4-337-340 >NOS</span> mRNA.	9406918	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	1998
ALL	4842	AlteredExpression	BEFREE	The effect of a promoter polymorphism on the transcription of <span class= gene  id= 19326438-0-62-85 >nitric oxide synthase 1</span> and its relevance to <span class= disease  id= 19326438-0-107-126 >Parkinson's disease</span>.	19326438	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2009
ALL	4842	GeneticVariation	GAD	5\'-flanking region polymorphism of the neuronal nitric oxide synthase gene with Parkinson\'s disease in Taiwan.	11809160	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2002
ALL	4842	GeneticVariation	GAD	The effect of a promoter polymorphism on the transcription of nitric oxide synthase 1 and its relevance to Parkinson\'s disease.	19326438	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2009
ALL	4842	GeneticVariation	GAD	Nitric oxide synthase genes and their interactions with environmental factors in Parkinson\'s disease.	18663495	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2008
ALL	4842	GeneticVariation	BEFREE	Other studies reported that smoking modified the risk of <span class= disease  id= 15699372-3-57-59 >PD</span> due to polymorphisms in the MAO-B and <span class= gene  id= 15699372-3-98-102 >nNOS</span> genes.	15699372	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2005
ALL	4842	GeneticVariation	BEFREE	This review mainly focuses on the <span class= gene  id= 16934505-7-34-37 >NOS</span> genes - their differential regulation and genetic heterogeneity, highlighting their significance in the pathobiology of <span class= disease  id= 16934505-7-158-160 >PD</span>.	16934505	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2006
ALL	4842	Biomarker	BEFREE	These data implicate <span class= gene  id= 18663495-8-21-25 >NOS1</span> and NOS2A as genetic risk factors for <span class= disease  id= 18663495-8-64-66 >PD</span> and demonstrate that their interactions with established environmental factors may modulate the environmental effects.	18663495	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2008
ALL	4842	GeneticVariation	BEFREE	To determine if <span class= gene  id= 11809160-3-16-19 >NOS</span> gene polymorphism affects the 5' flanking region that is immediately upstream of the transcription start site lying between the TATA element and CAATT boxes in <span class= disease  id= 11809160-3-180-182 >PD</span>, and differs significantly between patients with <span class= disease  id= 11809160-3-232-234 >PD</span> and normal controls, we studied genetic polymorphism in that region of the <span class= gene  id= 11809160-3-310-322 >neuronal NOS</span> gene in Chinese patients with <span class= disease  id= 11809160-3-353-355 >PD</span> living in Taiwan.	11809160	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2002
ALL	4842	GeneticVariation	GAD	All together, these data favour an involvement of these two genes as new modifier genes in PD.	12490535	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2003
ALL	4842	GeneticVariation	BEFREE	The <span class= gene  id= 27749554-11-4-8 >NOS1</span> exon18 and ABCB1?<span class= variant  dbSNP= s754831760-rs1128503-rs754831760  genes_norm= 4842-5243 >1236C/T</span> variants might play a role in the risk of <span class= disease  id= 27749554-11-76-95 >Parkinson's disease</span>, whereas <span class= gene  id= 27749554-11-105-109 >NOS1</span> exon29 and ABCB1?<span class= variant  dbSNP= rs1045642  genes_norm= 5243 >3435C/T</span> polymorphisms might <span class= negexp >not contribute</span> to <span class= disease  id= 27749554-11-173-175 >PD</span> susceptibility.	27749554	null	NOS1	nitric oxide synthase 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211825928366857	2017
ALL	1571	GeneticVariation	GAD	Genetic polymorphism of the CYP2E1 gene and susceptibility to Parkinson\'s disease in Taiwanese.	12454736	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2003
ALL	1571	GeneticVariation	GAD	our results display an association between the rs2070676 polymorphism and PD.	19381774	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2009
ALL	1571	GeneticVariation	BEFREE	<span class= gene  id= 19381774-0-0-19 >Cytochrome P450 2E1</span> gene polymorphisms/haplotypes and <span class= disease  id= 19381774-0-54-73 >Parkinson's disease</span> in a Swedish population.	19381774	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2009
ALL	1571	Biomarker	CTD_human	Status of antioxidant defense system and expression of toxicant responsive genes in striatum of maneb- and paraquat-induced Parkinson's disease phenotype in mouse: mechanism of neurodegeneration.	16510128	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2006
ALL	1571	GeneticVariation	BEFREE	Genotype combinations characterized by the presence of two variant genotypes on their corresponding loci revealed that four combinations of GSTT1 null and MnSOD(-9Val) or GST null and MAOB-G or <span class= gene  id= 18327668-7-194-200 >CYP2E1</span>*5B and MAO-B-AG or <span class= gene  id= 18327668-7-220-226 >CYP2E1</span>*5B and DRD2 (Taq1A-het) genotypes in the patients exhibited severalfold higher and significant association with risk to <span class= disease  id= 18327668-7-347-349 >PD</span>.	18327668	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2008
ALL	1571	GeneticVariation	BEFREE	APOE and <span class= gene  id= 21360299-0-9-15 >CYP2E1</span> polymorphisms, alcohol consumption, and <span class= disease  id= 21360299-0-56-75 >Parkinson's disease</span> in a Japanese population.	21360299	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2011
ALL	1571	AlteredExpression	BEFREE	Genome-scale methylation analysis of <span class= disease  id= 22238121-0-37-56 >Parkinson's disease</span> patients' brains reveals DNA hypomethylation and increased mRNA expression of <span class= gene  id= 22238121-0-135-154 >cytochrome P450 2E1</span>.	22238121	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2011
ALL	1571	GeneticVariation	GAD	Association of slow acetylator genotype for N-acetyltransferase 2 with familial Parkinson\'s disease.	9343502	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	1997
ALL	1571	Biomarker	BEFREE	Whether polymorphisms in other P450s (for example, CYP1A1 and <span class= gene  id= 9539332-8-62-68 >CYP2E1</span>) are implicated in <span class= disease  id= 9539332-8-88-90 >PD</span> remains to be established.	9539332	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	1998
ALL	1571	GeneticVariation	GAD	Polymorphism in environment responsive genes and association with Parkinson disease.	18327668	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2008
ALL	1571	GeneticVariation	BEFREE	Genetic polymorphism of the <span class= gene  id= 12454736-0-28-34 >CYP2E1</span> gene and susceptibility to <span class= disease  id= 12454736-0-62-81 >Parkinson's disease</span> in Taiwanese.	12454736	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2003
ALL	1571	PostTranslationalModification	BEFREE	The list of ME candidates exhibited overlaps with recently identified human genes (including <span class= gene  id= 23321599-5-93-99 >CYP2E1</span> and MGMT, where methylation has been associated with <span class= disease  id= 23321599-5-153-170 >Parkinson disease</span> and glioblastoma, respectively) in which perinatal DNA methylation levels where linked to maternal periconceptual nutrition.	23321599	null	CYP2E1	cytochrome P450 family 2 subfamily E member 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211551201582644	2013
ALL	683	GeneticVariation	BEFREE	Lack of association between <span class= gene  id= 23026536-0-28-32 >BST1</span> polymorphisms and sporadic <span class= disease  id= 23026536-0-60-79 >Parkinson's disease</span> in a Japanese population.	23026536	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2012
ALL	683	GeneticVariation	BEFREE	Genome-wide association studies (GWAS) have identified numerous single-nucleotide polymorphisms (SNPs) at four loci (SNCA, PARK16, LRRK2, <span class= gene  id= 21268244-1-138-142 >BST1</span>) that can modulate the risk of <span class= disease  id= 21268244-1-174-193 >Parkinson's disease</span> (<span class= disease  id= 21268244-1-195-197 >PD</span>).	21268244	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2010
ALL	683	GeneticVariation	GAD	A genome-wide association study (GWAS) in the Japanese population identified 2 new <span class=disease id=20697102-1-83-104>Parkinson disease (PD</span>) susceptibility loci on 1q32 (PARK16) (OMIM 613164) and <span class=gene id=20697102-1-161-165>BST1</span>.	20697102	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2010
ALL	683	GeneticVariation	BEFREE	We also replicated published associations for the gene regions SNCA (Chr4q21; <span class= variant  dbSNP= rs3775442  genes_norm= 100359403-10497-120892-130013-153328-23208-2580-2629-27074-27347-28232-3127-4137-56922-64710-6622-683-7473-84660-9026 >rs3775442</span>, p = 0.037), PARK16 (Chr1q32.1; <span class= variant  dbSNP= rs823114  genes_norm= 100359403-10497-120892-130013-153328-23208-2580-2629-27074-27347-28232-3127-4137-56922-64710-6622-683-7473-84660-9026 >rs823114</span> (NUCKS1), p = 6.12 &times; 10(-4)), <span class= gene  id= 21812969-11-159-163 >BST1</span> (Chr4p15; <span class= variant  dbSNP= rs12502586  genes_norm= 100359403-10497-120892-130013-153328-23208-2580-2629-27074-27347-28232-3127-4137-56922-64710-6622-683-7473-84660-9026 >rs12502586</span>, p = 0.027), STK39 (Chr2q24.3; <span class= variant  dbSNP= rs3754775  genes_norm= 100359403-10497-120892-130013-153328-23208-2580-2629-27074-27347-28232-3127-4137-56922-64710-6622-683-7473-84660-9026 >rs3754775</span>, p = 0.005), and LAMP3 (Chr3; <span class= variant  dbSNP= rs12493050  genes_norm= 100359403-10497-120892-130013-153328-23208-2580-2629-27074-27347-28232-3127-4137-56922-64710-6622-683-7473-84660-9026 >rs12493050</span>, p = 0.005) in addition to the two most common <span class= disease  id= 21812969-11-314-316 >PD</span> susceptibility genes in the AJ population LRRK2 (Chr12q12; <span class= variant  dbSNP= rs34637584  genes_norm= 100359403-10497-120892-130013-153328-23208-2580-2629-27074-27347-28232-3127-4137-56922-64710-6622-683-7473-84660-9026 >rs34637584</span>, p = 1.56 &times; 10(-4)) and GBA (Chr1q21; <span class= variant  dbSNP= rs2990245  genes_norm= 100359403-10497-120892-130013-153328-23208-2580-2629-27074-27347-28232-3127-4137-56922-64710-6622-683-7473-84660-9026 >rs2990245</span>, p = 0.015).	21812969	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2011
ALL	683	GeneticVariation	BEFREE	Subgroup analysis by ethnicity showed significantly stronger effects for the <span class= gene  id= 22786590-9-77-81 >BST1</span> (<span class= variant  dbSNP= rs11724635  genes_norm= 120892-23208-2580-27074-27347-4137-6622-683-9026 >rs11724635</span>) in Asian vs Caucasian populations and similar effects for SNCA, LRRK2, LAMP3, HIP1R, and STK39 in Asian and Caucasian populations, while MAPT <span class= variant  dbSNP= rs2942168  genes_norm= 120892-23208-2580-27074-27347-4137-6622-683-9026 >rs2942168</span> and SYT11 <span class= variant  dbSNP= rs34372695  genes_norm= 120892-23208-2580-27074-27347-4137-6622-683-9026 >rs34372695</span> were monomorphic in the Asian population, highlighting the role of population-specific heterogeneity in <span class= disease  id= 22786590-9-372-374 >PD</span>.	22786590	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2012
ALL	683	GeneticVariation	BEFREE	Herein, we investigated the effect of 4 top <span class= disease  id= 26469904-2-44-46 >PD</span>-associated genetic variants in Caucasians listed on the top risk loci identified by meta-analysis of genome wide-association studies in PDGene database (http://www.pdgene.org/top_results), including serine threonine kinase 39 (STK39) <span class= variant  dbSNP= rs1955337  genes_norm= 27347-3119-56928-683 >rs1955337</span>, bone marrow stromal cell antigen 1 (<span class= gene  id= 26469904-2-328-332 >BST1</span>) <span class= variant  dbSNP= rs11724635  genes_norm= 27347-3119-56928-683 >rs11724635</span>, major histocompatibility complex, class II, DQ beta 1 (HLA-DQB1) <span class= variant  dbSNP= rs9275326  genes_norm= 27347-3119-56928-683 >rs9275326</span>, and signal peptide peptidase-like 2B (SPPL2B) <span class= variant  dbSNP= rs62120679  genes_norm= 27347-3119-56928-683 >rs62120679</span>, by genotyping 596 Han-Chinese patients with PD and 597 age-matched control subjects.	26469904	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2016
ALL	683	Biomarker	BEFREE	PARK16, PARK8, and PARK1 loci but not <span class= gene  id= 20697102-4-38-42 >BST1</span> were found to be associated with <span class= disease  id= 20697102-4-76-78 >PD</span>.	20697102	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2010
ALL	683	Biomarker	BEFREE	Our results confirm the associations of SNCA, LRRK2, <span class= gene  id= 23820587-10-53-57 >BST1</span>, and PARK16 with PD susceptibility and <span class= negexp >fail to show</span> significant associations of AD genome-wide association study (GWAS) top hits with <span class= disease  id= 23820587-10-192-194 >PD</span> susceptibility in a Korean population.	23820587	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2013
ALL	683	GeneticVariation	BEFREE	We found that Rep1, <span class= variant  dbSNP= rs356165  genes_norm= 100359403-1121-120892-2629-4137-55737-6622-683 >rs356165</span>, and <span class= variant  dbSNP= rs11931074  genes_norm= 100359403-1121-120892-2629-4137-55737-6622-683 >rs11931074</span> in SNCA gene; <span class= variant  dbSNP= rs34778348  genes_norm= 120892 >G2385R</span> in LRRK2 gene; <span class= variant  dbSNP= rs4698412  genes_norm= 100359403-1121-120892-2629-4137-55737-6622-683 >rs4698412</span> in <span class= gene  id= 25623333-3-94-98 >BST1</span> gene; <span class= variant  dbSNP= rs1564282  genes_norm= 100359403-1121-120892-2629-4137-55737-6622-683 >rs1564282</span> in PARK17; and <span class= variant  dbSNP= NA  genes_norm= NA >L444P</span> in GBA gene were associated with <span class= disease  id= 25623333-3-169-171 >PD</span> with adjustment of sex and age (p &lt; 0.05) in the analysis of 16 variants.	25623333	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2014
ALL	683	GeneticVariation	BEFREE	Exonic sequencing revealed <span class= negexp >no causative mutation in the</span> <span class= gene  id= 23827523-0-56-60 >BST1</span> gene in patients with <span class= disease  id= 23827523-0-83-102 >Parkinson's disease</span>.	23827523	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2013
ALL	683	GeneticVariation	GAD	Common genetic variation in the HLA region is associated with late-onset sporadic Parkinson\'s disease.	20711177	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2010
ALL	683	GeneticVariation	GAD	These data provide an insight into the genetics of Parkinsons disease and the molecular cause of the disease and could provide future targets for therapies.	21292315	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2011
ALL	683	Biomarker	BEFREE	Lack of association between three single nucleotide polymorphisms in the PARK9, PARK15, and <span class= gene  id= 22490479-0-92-96 >BST1</span> genes and <span class= disease  id= 22490479-0-107-126 >Parkinson's disease</span> in the northern Han Chinese population.	22490479	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2012
ALL	683	GeneticVariation	BEFREE	Genome-wide association study confirms <span class= gene  id= 21084426-0-39-43 >BST1</span> and suggests a locus on 12q24 as the risk loci for <span class= disease  id= 21084426-0-95-114 >Parkinson's disease</span> in the European population.	21084426	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2011
ALL	683	GeneticVariation	BEFREE	Direct replication of SNPs within SNCA and <span class= gene  id= 21248740-3-43-47 >BST1</span> confirmed these two genes to be associated with <span class= disease  id= 21248740-3-96-98 >PD</span> in the Netherlands (SNCA, <span class= variant  dbSNP= rs2736990  genes_norm= 1609-2580-4137-6622-683 >rs2736990</span>: P = 1.63 &times; 10(-5), OR = 1.325 and <span class= gene  id= 21248740-3-170-174 >BST1</span>, <span class= variant  dbSNP= rs12502586  genes_norm= 1609-2580-4137-6622-683 >rs12502586</span>: P = 1.63 &times; 10(-3), OR = 1.337).	21248740	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2011
ALL	683	GeneticVariation	BEFREE	<span class= gene  id= 24342025-0-0-4 >BST1</span> <span class= variant  dbSNP= rs11724635  genes_norm= 683 >rs11724635</span> interacts with environmental factors to increase the risk of <span class= disease  id= 24342025-0-77-96 >Parkinson's disease</span> in a Taiwanese population.	24342025	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2013
ALL	683	GeneticVariation	BEFREE	By comparing results of a GWAS performed on individuals of European ancestry, we identified PARK16, SNCA and LRRK2 as shared risk loci for <span class= disease  id= 19915576-4-139-141 >PD</span> and <span class= gene  id= 19915576-4-146-150 >BST1</span> and MAPT as loci showing population differences.	19915576	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2009
ALL	683	GeneticVariation	BEFREE	Association between <span class= gene  id= 25986899-0-20-54 >bone marrow stromal cell antigen 1</span> gene polymorphisms and the susceptibility to <span class= disease  id= 25986899-0-100-119 >Parkinson's disease</span>: a meta-analysis.	25986899	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2015
ALL	683	Biomarker	CTD_human	By comparing results of a GWAS performed on individuals of European ancestry, we identified PARK16, SNCA and LRRK2 as shared risk loci for <span class= disease  id= 19915576-4-139-141 >PD</span> and <span class= gene  id= 19915576-4-146-150 >BST1</span> and MAPT as loci showing population differences.	19915576	lyase; hydrolase	BST1	bone marrow stromal cell antigen 1	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211341987333061	2009
ALL	3569	AlteredExpression	BEFREE	Programmed cell death of the nigro-striatal dopamine neurons in <span class= disease  id= 17982884-9-64-66 >PD</span> has been suggested from the following findings on postmortem brains: (1) increased levels of pro-inflammatory cytokines such as TNF-alpha and <span class= gene  id= 17982884-9-209-213 >IL-6</span>; (2) increased levels of apoptosis-related factors such as TNF-alpha receptor R1 (p 55), soluble Fas and bcl-2, and increased activities of caspases 1 and 3; and (3) decreased levels of neurotrophins such as brain-derived nerve growth factor (BDNF).	17982884	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2007
ALL	3569	GeneticVariation	GAD	Inflammation-related genes and the risk of Parkinson\'s disease: a multilocus approach.	18284424	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2008
ALL	3569	GeneticVariation	BEFREE	Our meta-analysis suggested that gene polymorphisms of TNF&alpha; -1031, <span class= gene  id= 22384497-10-67-71 >IL-6</span>-174 and IL-1RA VNTR may be associated with <span class= disease  id= 22384497-10-115-117 >PD</span> risk.	22384497	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2012
ALL	3569	GeneticVariation	BEFREE	Interaction of polymorphisms in the genes encoding <span class= gene  id= 15635591-0-51-64 >interleukin-6</span> and estrogen receptor beta on the susceptibility to <span class= disease  id= 15635591-0-117-136 >Parkinson's disease</span>.	15635591	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2005
ALL	3569	GeneticVariation	GAD	This association further supports the theory that the proinflammatory response in the brains of patients with PD plays a role in the pathogenesis of the disease and warrants further investigation into the role of chemokines in the brain, and a more detail	15120188	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2004
ALL	3569	GeneticVariation	BEFREE	Gender differences in the <span class= gene  id= 22155094-0-26-29 >IL6</span> -174G&gt;C and ESR2 1730G&gt;A polymorphisms and the risk of <span class= disease  id= 22155094-0-85-104 >Parkinson's disease</span>.	22155094	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2011
ALL	3569	GeneticVariation	GAD	Our results indicate that the G-174C SNP in the IL-6 promoter may influence the risk for developing PD, particularly regarding early age of onset PD, and that the effect is modified by interaction of the G-1730A SNP in the ERbeta gene.	15635591	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2005
ALL	3569	Biomarker	CTD_human	Table 1 Biochemical Alterations in Substantia Nigra of <span class= disease  id= 21318773-12-55-74 >Parkinson's Disease</span> Indicating Oxidative Stress Elevated Decreased Iron (in microglia, astrocytes, oligodendrocytes, and melanized dopamine neurons and mitochondria) GSH (GSSG unchanged); GSH/GSSG ratio decreased Mitochondrial complex I Ferritin Calcium binding protein (calbindin 28) Mitochondrial monoamine oxidase B Transferrin and transferrin receptor Lipofuscin Vitamins E and C Ubiquitin Copper Cu/Zn-superoxide dismutase Cytotoxic cytokines (TNF-a, IL-1, <span class= gene  id= 21318773-12-517-521 >IL-6</span>) Inflammatory transcription factor NFKB Heme oxygenase-1 Ratio of oxidized to reduced glutathione (GSSG/GSH) Nitric oxide Neuromelanin.	21318773	signaling molecule	IL6	interleukin 6	C0030567	Parkinson Disease	null	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	0.211276474798431	2001
